migsp,FIPS County Code,FIPS MCD Code,MIGCOUNTY,MIGSP Migration (3-digit) State Code,MIGPUMA
39,81,0,Jefferson County,39,3500
39,83,0,Knox County,39,2800
39,85,0,Lake County,39,1090
39,87,0,Lawrence County,39,5100
39,89,0,Licking County,39,3800
39,91,0,Logan County,39,2700
39,93,0,Lorain County,39,800
39,95,0,Lucas County,39,290
39,97,0,Madison County,39,4200
39,99,0,Mahoning County,39,1490
39,101,0,Marion County,39,2800
39,103,0,Medina County,39,1900
39,105,0,Meigs County,39,5000
39,107,0,Mercer County,39,2600
39,109,0,Miami County,39,4400
39,111,0,Monroe County,39,3600
39,113,0,Montgomery County,39,4600
39,115,0,Morgan County,39,3600
39,117,0,Morrow County,39,2800
39,119,0,Muskingum County,39,3700
39,121,0,Noble County,39,3600
39,123,0,Ottawa County,39,290
39,125,0,Paulding County,39,100
39,127,0,Perry County,39,3700
39,129,0,Pickaway County,39,4200
39,131,0,Pike County,39,4900
39,133,0,Portage County,39,1700
39,135,0,Preble County,39,4500
39,137,0,Putnam County,39,2400
39,139,0,Richland County,39,2200
39,141,0,Ross County,39,4800
39,143,0,Sandusky County,39,700
39,145,0,Scioto County,39,5100
39,147,0,Seneca County,39,2300
39,149,0,Shelby County,39,4500
39,151,0,Stark County,39,3190
39,153,0,Summit County,39,1800
39,155,0,Trumbull County,39,1490
39,157,0,Tuscarawas County,39,3000
39,159,0,Union County,39,4200
39,161,0,Van Wert County,39,2600
39,163,0,Vinton County,39,4900
39,165,0,Warren County,39,5300
39,167,0,Washington County,39,3600
39,169,0,Wayne County,39,2000
39,171,0,Williams County,39,100
39,173,0,Wood County,39,290
39,175,0,Wyandot County,39,2300
40,1,0,Adair County,40,200
40,3,0,Alfalfa County,40,500
40,5,0,Atoka County,40,700
40,7,0,Beaver County,40,500
40,9,0,Beckham County,40,400
40,11,0,Blaine County,40,500
40,13,0,Bryan County,40,700
40,15,0,Caddo County,40,600
40,17,0,Canadian County,40,800
40,19,0,Carter County,40,700
40,21,0,Cherokee County,40,200
40,23,0,Choctaw County,40,300
40,25,0,Cimarron County,40,500
40,27,0,Cleveland County,40,900
40,29,0,Coal County,40,700
40,31,0,Comanche County,40,600
40,33,0,Cotton County,40,600
40,35,0,Craig County,40,190
40,37,0,Creek County,40,1290
40,39,0,Custer County,40,400
40,41,0,Delaware County,40,190
40,43,0,Dewey County,40,500
40,45,0,Ellis County,40,500
40,47,0,Garfield County,40,1400
40,49,0,Garvin County,40,700
40,51,0,Grady County,40,1100
40,53,0,Grant County,40,500
40,55,0,Greer County,40,400
40,57,0,Harmon County,40,400
40,59,0,Harper County,40,500
40,61,0,Haskell County,40,300
40,63,0,Hughes County,40,1290
40,65,0,Jackson County,40,400
40,67,0,Jefferson County,40,600
40,69,0,Johnston County,40,700
40,71,0,Kay County,40,1400
40,73,0,Kingfisher County,40,500
40,75,0,Kiowa County,40,400
40,77,0,Latimer County,40,300
40,79,0,Le Flore County,40,300
40,81,0,Lincoln County,40,1100
40,83,0,Logan County,40,1100
40,85,0,Love County,40,700
40,87,0,McClain County,40,1100
40,89,0,McCurtain County,40,300
40,91,0,McIntosh County,40,190
40,93,0,Major County,40,500
40,95,0,Marshall County,40,700
40,97,0,Mayes County,40,190
40,99,0,Murray County,40,700
40,101,0,Muskogee County,40,190
40,103,0,Noble County,40,1400
40,105,0,Nowata County,40,190
40,107,0,Okfuskee County,40,1290
40,109,0,Oklahoma County,40,1000
40,111,0,Okmulgee County,40,190
40,113,0,Osage County,40,1290
40,115,0,Ottawa County,40,190
40,117,0,Pawnee County,40,1290
40,119,0,Payne County,40,1290
40,121,0,Pittsburg County,40,300
40,123,0,Pontotoc County,40,700
40,125,0,Pottawatomie County,40,1100
40,127,0,Pushmataha County,40,300
40,129,0,Roger Mills County,40,400
40,131,0,Rogers County,40,190
40,133,0,Seminole County,40,1290
40,135,0,Sequoyah County,40,200
40,137,0,Stephens County,40,600
40,139,0,Texas County,40,500
40,141,0,Tillman County,40,600
40,143,0,Tulsa County,40,1290
40,145,0,Wagoner County,40,190
40,147,0,Washington County,40,1290
40,149,0,Washita County,40,400
40,151,0,Woods County,40,500
40,153,0,Woodward County,40,500
41,1,0,Baker County,41,100
41,3,0,Benton County,41,600
41,5,0,Clackamas County,41,1326
41,7,0,Clatsop County,41,500
41,9,0,Columbia County,41,500
41,11,0,Coos County,41,800
41,13,0,Crook County,41,200
41,15,0,Curry County,41,800
41,17,0,Deschutes County,41,400
41,19,0,Douglas County,41,1000
41,21,0,Gilliam County,41,200
41,23,0,Grant County,41,200
41,25,0,Harney County,41,300
41,27,0,Hood River County,41,200
41,29,0,Jackson County,41,900
41,31,0,Jefferson County,41,200
41,33,0,Josephine County,41,800
41,35,0,Klamath County,41,300
41,37,0,Lake County,41,300
41,39,0,Lane County,41,700
41,41,0,Lincoln County,41,500
41,43,0,Linn County,41,600
41,45,0,Malheur County,41,300
41,47,0,Marion County,41,1100
41,49,0,Morrow County,41,200
41,51,0,Multnomah County,41,1325
41,53,0,Polk County,41,1200
41,55,0,Sherman County,41,200
41,57,0,Tillamook County,41,500
41,59,0,Umatilla County,41,100
41,61,0,Union County,41,100
41,63,0,Wallowa County,41,100
41,65,0,Wasco County,41,200
41,67,0,Washington County,41,1327
41,69,0,Wheeler County,41,200
41,71,0,Yamhill County,41,1200
42,1,0,Adams County,42,3700
42,3,0,Allegheny County,42,1700
42,5,0,Armstrong County,42,1900
42,7,0,Beaver County,42,1500
42,9,0,Bedford County,42,3800
42,11,0,Berks County,42,2700
42,13,0,Blair County,42,2200
42,15,0,Bradford County,42,400
42,17,0,Bucks County,42,3000
42,19,0,Butler County,42,1600
42,21,0,Cambria County,42,2100
42,23,0,Cameron County,42,300
42,25,0,Carbon County,42,2890
42,27,0,Centre County,42,1200
42,29,0,Chester County,42,3400
42,31,0,Clarion County,42,1300
42,33,0,Clearfield County,42,300
42,35,0,Clinton County,42,900
42,37,0,Columbia County,42,800
42,39,0,Crawford County,42,200
42,41,0,Cumberland County,42,2300
42,43,0,Dauphin County,42,2400
42,45,0,Delaware County,42,3300
42,47,0,Elk County,42,300
42,49,0,Erie County,42,100
42,51,0,Fayette County,42,3900
42,53,0,Forest County,42,1300
42,55,0,Franklin County,42,3700
42,57,0,Fulton County,42,3800
42,59,0,Greene County,42,4000
42,61,0,Huntingdon County,42,2200
42,63,0,Indiana County,42,1900
42,65,0,Jefferson County,42,1300
42,67,0,Juniata County,42,1100
42,69,0,Lackawanna County,42,700
42,71,0,Lancaster County,42,3500
42,73,0,Lawrence County,42,1500
42,75,0,Lebanon County,42,2500
42,77,0,Lehigh County,42,2890
42,79,0,Luzerne County,42,800
42,81,0,Lycoming County,42,900
42,83,0,McKean County,42,300
42,85,0,Mercer County,42,1400
42,87,0,Mifflin County,42,1100
42,89,0,Monroe County,42,600
42,91,0,Montgomery County,42,3100
42,93,0,Montour County,42,1000
42,95,0,Northampton County,42,2890
42,97,0,Northumberland County,42,1000
42,99,0,Perry County,42,2300
42,101,0,Philadelphia County,42,3200
42,103,0,Pike County,42,500
42,105,0,Potter County,42,300
42,107,0,Schuylkill County,42,2600
42,109,0,Snyder County,42,1100
42,111,0,Somerset County,42,3800
42,113,0,Sullivan County,42,400
42,115,0,Susquehanna County,42,500
42,117,0,Tioga County,42,400
42,119,0,Union County,42,1100
42,121,0,Venango County,42,1300
42,123,0,Warren County,42,200
42,125,0,Washington County,42,4000
42,127,0,Wayne County,42,500
42,129,0,Westmoreland County,42,2000
42,131,0,Wyoming County,42,700
42,133,0,York County,42,3600
44,1,5140,Barrington town,44,300
44,1,9280,Bristol town,44,300
44,1,73760,Warren town,44,300
44,3,18640,Coventry town,44,201
44,3,22240,East Greenwich town,44,201
44,3,74300,Warwick city,44,201
44,3,77720,West Greenwich town,44,201
44,3,78440,West Warwick town,44,201
44,5,36820,Jamestown town,44,300
44,5,42400,Little Compton town,44,300
44,5,45460,Middletown town,44,300
44,5,49960,Newport city,44,300
44,5,57880,Portsmouth town,44,300
44,5,70880,Tiverton town,44,300
44,7,11800,Burrillville town,44,100
44,7,14140,Central Falls city,44,100
44,7,19180,Cranston city,44,100
44,7,20080,Cumberland town,44,100
44,7,22960,East Providence city,44,100
44,7,27460,Foster town,44,100
44,7,30340,Glocester town,44,100
44,7,37720,Johnston town,44,100
44,7,41500,Lincoln town,44,100
44,7,51760,North Providence town,44,100
44,7,52480,North Smithfield town,44,100
44,7,54640,Pawtucket city,44,100
44,7,59000,Providence city,44,100
44,7,64220,Scituate town,44,100
44,7,66200,Smithfield town,44,100
44,7,80780,Woonsocket city,44,100
44,9,14500,Charlestown town,44,400
44,9,25300,Exeter town,44,400
44,9,35380,Hopkinton town,44,400
44,9,48340,Narragansett town,44,400
44,9,50500,New Shoreham town,44,400
44,9,51580,North Kingstown town,44,400
44,9,61160,Richmond town,44,400
44,9,67460,South Kingstown town,44,400
44,9,77000,Westerly town,44,400
45,1,0,Abbeville County,45,1600
45,3,0,Aiken County,45,1500
45,5,0,Allendale County,45,1300
45,7,0,Anderson County,45,200
45,9,0,Bamberg County,45,1300
45,11,0,Barnwell County,45,1300
45,13,0,Beaufort County,45,1400
45,15,0,Berkeley County,45,1200
45,17,0,Calhoun County,45,600
45,19,0,Charleston County,45,1200
45,21,0,Cherokee County,45,400
45,23,0,Chester County,45,400
45,25,0,Chesterfield County,45,700
45,27,0,Clarendon County,45,800
45,29,0,Colleton County,45,1300
45,31,0,Darlington County,45,900
45,33,0,Dillon County,45,1000
45,35,0,Dorchester County,45,1200
45,37,0,Edgefield County,45,1500
45,39,0,Fairfield County,45,600
45,41,0,Florence County,45,900
45,43,0,Georgetown County,45,1000
45,45,0,Greenville County,45,100
45,47,0,Greenwood County,45,1600
45,49,0,Hampton County,45,1300
45,51,0,Horry County,45,1100
45,53,0,Jasper County,45,1400
45,55,0,Kershaw County,45,600
45,57,0,Lancaster County,45,700
45,59,0,Laurens County,45,100
45,61,0,Lee County,45,800
45,63,0,Lexington County,45,00606**
45,65,0,McCormick County,45,1600
45,67,0,Marion County,45,1000
45,69,0,Marlboro County,45,700
45,71,0,Newberry County,45,400
45,73,0,Oconee County,45,101
45,75,0,Orangeburg County,45,1300
45,77,0,Pickens County,45,101
45,79,0,Richland County,45,600
45,81,0,Saluda County,45,00606**
45,83,0,Spartanburg County,45,300
45,85,0,Sumter County,45,800
45,87,0,Union County,45,400
45,89,0,Williamsburg County,45,800
45,91,0,York County,45,500
46,3,0,Aurora County,46,400
46,5,0,Beadle County,46,400
46,7,0,Bennett County,46,200
46,9,0,Bon Homme County,46,400
46,11,0,Brookings County,46,400
46,13,0,Brown County,46,300
46,15,0,Brule County,46,400
46,17,0,Buffalo County,46,200
46,19,0,Butte County,46,100
46,21,0,Campbell County,46,300
46,23,0,Charles Mix County,46,200
46,25,0,Clark County,46,300
46,27,0,Clay County,46,590
46,29,0,Codington County,46,300
46,31,0,Corson County,46,200
46,33,0,Custer County,46,100
46,35,0,Davison County,46,400
46,37,0,Day County,46,300
46,39,0,Deuel County,46,300
46,41,0,Dewey County,46,200
46,43,0,Douglas County,46,400
46,45,0,Edmunds County,46,300
46,47,0,Fall River County,46,200
46,49,0,Faulk County,46,300
46,51,0,Grant County,46,300
46,53,0,Gregory County,46,200
46,55,0,Haakon County,46,200
46,57,0,Hamlin County,46,300
46,59,0,Hand County,46,400
46,61,0,Hanson County,46,400
46,63,0,Harding County,46,100
46,65,0,Hughes County,46,200
46,67,0,Hutchinson County,46,400
46,69,0,Hyde County,46,200
46,71,0,Jackson County,46,200
46,73,0,Jerauld County,46,400
46,75,0,Jones County,46,200
46,77,0,Kingsbury County,46,400
46,79,0,Lake County,46,400
46,81,0,Lawrence County,46,100
46,83,0,Lincoln County,46,590
46,85,0,Lyman County,46,200
46,87,0,McCook County,46,590
46,89,0,McPherson County,46,300
46,91,0,Marshall County,46,300
46,93,0,Meade County,46,100
46,95,0,Mellette County,46,200
46,97,0,Miner County,46,400
46,99,0,Minnehaha County,46,590
46,101,0,Moody County,46,400
46,102,0,Oglala Lakota County,46,200
46,103,0,Pennington County,46,100
46,105,0,Perkins County,46,100
46,107,0,Potter County,46,300
46,109,0,Roberts County,46,300
46,111,0,Sanborn County,46,400
46,115,0,Spink County,46,300
46,117,0,Stanley County,46,200
46,119,0,Sully County,46,200
46,121,0,Todd County,46,200
46,123,0,Tripp County,46,200
46,125,0,Turner County,46,590
46,127,0,Union County,46,590
46,129,0,Walworth County,46,300
46,135,0,Yankton County,46,590
46,137,0,Ziebach County,46,200
47,1,0,Anderson County,47,1600
47,3,0,Bedford County,47,2700
47,5,0,Benton County,47,200
47,7,0,Bledsoe County,47,2100
47,9,0,Blount County,47,1700
47,11,0,Bradley County,47,1900
47,13,0,Campbell County,47,900
47,15,0,Cannon County,47,600
47,17,0,Carroll County,47,200
47,19,0,Carter County,47,1200
47,21,0,Cheatham County,47,400
47,23,0,Chester County,47,3000
47,25,0,Claiborne County,47,900
47,27,0,Clay County,47,700
47,29,0,Cocke County,47,1400
47,31,0,Coffee County,47,2200
47,33,0,Crockett County,47,100
47,35,0,Cumberland County,47,800
47,37,0,Davidson County,47,2500
47,39,0,Decatur County,47,2900
47,41,0,DeKalb County,47,600
47,43,0,Dickson County,47,400
47,45,0,Dyer County,47,100
47,47,0,Fayette County,47,3100
47,49,0,Fentress County,47,800
47,51,0,Franklin County,47,2200
47,53,0,Gibson County,47,100
47,55,0,Giles County,47,2800
47,57,0,Grainger County,47,1400
47,59,0,Greene County,47,1200
47,61,0,Grundy County,47,2100
47,63,0,Hamblen County,47,1400
47,65,0,Hamilton County,47,2000
47,67,0,Hancock County,47,900
47,69,0,Hardeman County,47,2900
47,71,0,Hardin County,47,2900
47,73,0,Hawkins County,47,1090
47,75,0,Haywood County,47,2900
47,77,0,Henderson County,47,2900
47,79,0,Henry County,47,200
47,81,0,Hickman County,47,400
47,83,0,Houston County,47,200
47,85,0,Humphreys County,47,200
47,87,0,Jackson County,47,700
47,89,0,Jefferson County,47,1500
47,91,0,Johnson County,47,1200
47,93,0,Knox County,47,1600
47,95,0,Lake County,47,100
47,97,0,Lauderdale County,47,3100
47,99,0,Lawrence County,47,2800
47,101,0,Lewis County,47,2800
47,103,0,Lincoln County,47,2200
47,105,0,Loudon County,47,1800
47,107,0,McMinn County,47,1900
47,109,0,McNairy County,47,2900
47,111,0,Macon County,47,600
47,113,0,Madison County,47,3000
47,115,0,Marion County,47,2100
47,117,0,Marshall County,47,2700
47,119,0,Maury County,47,2700
47,121,0,Meigs County,47,2100
47,123,0,Monroe County,47,1800
47,125,0,Montgomery County,47,300
47,127,0,Moore County,47,2200
47,129,0,Morgan County,47,900
47,131,0,Obion County,47,100
47,133,0,Overton County,47,700
47,135,0,Perry County,47,2800
47,137,0,Pickett County,47,700
47,139,0,Polk County,47,1900
47,141,0,Putnam County,47,700
47,143,0,Rhea County,47,2100
47,145,0,Roane County,47,1800
47,147,0,Robertson County,47,400
47,149,0,Rutherford County,47,2400
47,151,0,Scott County,47,900
47,153,0,Sequatchie County,47,2100
47,155,0,Sevier County,47,1500
47,157,0,Shelby County,47,3200
47,159,0,Smith County,47,600
47,161,0,Stewart County,47,300
47,163,0,Sullivan County,47,1090
47,165,0,Sumner County,47,500
47,167,0,Tipton County,47,3100
47,169,0,Trousdale County,47,600
47,171,0,Unicoi County,47,1200
47,173,0,Union County,47,1600
47,175,0,Van Buren County,47,800
47,177,0,Warren County,47,600
47,179,0,Washington County,47,1300
47,181,0,Wayne County,47,2800
47,183,0,Weakley County,47,200
47,185,0,White County,47,800
47,187,0,Williamson County,47,2600
47,189,0,Wilson County,47,2300
48,1,0,Anderson County,48,1800
48,3,0,Andrews County,48,3200
48,5,0,Angelina County,48,4000
48,7,0,Aransas County,48,6500
48,9,0,Archer County,48,600
48,11,0,Armstrong County,48,100
48,13,0,Atascosa County,48,6100
48,15,0,Austin County,48,5000
48,17,0,Bailey County,48,400
48,19,0,Bandera County,48,6100
48,21,0,Bastrop County,48,5100
48,23,0,Baylor County,48,600
48,25,0,Bee County,48,6500
48,27,0,Bell County,48,3500
48,29,0,Bexar County,48,5900
48,31,0,Blanco County,48,6000
48,33,0,Borden County,48,2800
48,35,0,Bosque County,48,3700
48,37,0,Bowie County,48,1100
48,39,0,Brazoria County,48,4800
48,41,0,Brazos County,48,3602
48,43,0,Brewster County,48,3200
48,45,0,Briscoe County,48,100
48,47,0,Brooks County,48,6900
48,49,0,Brown County,48,2600
48,51,0,Burleson County,48,3601
48,53,0,Burnet County,48,3400
48,55,0,Caldwell County,48,5100
48,57,0,Calhoun County,48,5600
48,59,0,Callahan County,48,2600
48,61,0,Cameron County,48,6700
48,63,0,Camp County,48,1300
48,65,0,Carson County,48,100
48,67,0,Cass County,48,1100
48,69,0,Castro County,48,100
48,71,0,Chambers County,48,4400
48,73,0,Cherokee County,48,1700
48,75,0,Childress County,48,100
48,77,0,Clay County,48,600
48,79,0,Cochran County,48,400
48,81,0,Coke County,48,2800
48,83,0,Coleman County,48,2600
48,85,0,Collin County,48,1900
48,87,0,Collingsworth County,48,100
48,89,0,Colorado County,48,5000
48,91,0,Comal County,48,5800
48,93,0,Comanche County,48,2600
48,95,0,Concho County,48,2800
48,97,0,Cooke County,48,800
48,99,0,Coryell County,48,3400
48,101,0,Cottle County,48,600
48,103,0,Crane County,48,3200
48,105,0,Crockett County,48,2800
48,107,0,Crosby County,48,400
48,109,0,Culberson County,48,3200
48,111,0,Dallam County,48,100
48,113,0,Dallas County,48,2300
48,115,0,Dawson County,48,2800
48,117,0,Deaf Smith County,48,100
48,119,0,Delta County,48,1000
48,121,0,Denton County,48,2000
48,123,0,DeWitt County,48,5500
48,125,0,Dickens County,48,400
48,127,0,Dimmit County,48,6200
48,129,0,Donley County,48,100
48,131,0,Duval County,48,6400
48,133,0,Eastland County,48,2600
48,135,0,Ector County,48,3100
48,137,0,Edwards County,48,6200
48,139,0,Ellis County,48,2101
48,141,0,El Paso County,48,3300
48,143,0,Erath County,48,2200
48,145,0,Falls County,48,3700
48,147,0,Fannin County,48,800
48,149,0,Fayette County,48,5100
48,151,0,Fisher County,48,2600
48,153,0,Floyd County,48,400
48,155,0,Foard County,48,600
48,157,0,Fort Bend County,48,4900
48,159,0,Franklin County,48,1000
48,161,0,Freestone County,48,3700
48,163,0,Frio County,48,6100
48,165,0,Gaines County,48,3200
48,167,0,Galveston County,48,4700
48,169,0,Garza County,48,400
48,171,0,Gillespie County,48,6000
48,173,0,Glasscock County,48,2800
48,175,0,Goliad County,48,5500
48,177,0,Gonzales County,48,5500
48,179,0,Gray County,48,100
48,181,0,Grayson County,48,800
48,183,0,Gregg County,48,1600
48,185,0,Grimes County,48,3601
48,187,0,Guadalupe County,48,5700
48,189,0,Hale County,48,400
48,191,0,Hall County,48,100
48,193,0,Hamilton County,48,3400
48,195,0,Hansford County,48,100
48,197,0,Hardeman County,48,600
48,199,0,Hardin County,48,4200
48,201,0,Harris County,48,4600
48,203,0,Harrison County,48,1200
48,205,0,Hartley County,48,100
48,207,0,Haskell County,48,2600
48,209,0,Hays County,48,5400
48,211,0,Hemphill County,48,100
48,213,0,Henderson County,48,1800
48,215,0,Hidalgo County,48,6800
48,217,0,Hill County,48,3700
48,219,0,Hockley County,48,400
48,221,0,Hood County,48,2200
48,223,0,Hopkins County,48,1000
48,225,0,Houston County,48,3900
48,227,0,Howard County,48,2800
48,229,0,Hudspeth County,48,3200
48,231,0,Hunt County,48,900
48,233,0,Hutchinson County,48,100
48,235,0,Irion County,48,2800
48,237,0,Jack County,48,600
48,239,0,Jackson County,48,5500
48,241,0,Jasper County,48,4100
48,243,0,Jeff Davis County,48,3200
48,245,0,Jefferson County,48,4300
48,247,0,Jim Hogg County,48,6400
48,249,0,Jim Wells County,48,6900
48,251,0,Johnson County,48,2102
48,253,0,Jones County,48,2600
48,255,0,Karnes County,48,5500
48,257,0,Kaufman County,48,1400
48,259,0,Kendall County,48,6000
48,261,0,Kenedy County,48,6900
48,263,0,Kent County,48,2600
48,265,0,Kerr County,48,6000
48,267,0,Kimble County,48,2800
48,269,0,King County,48,400
48,271,0,Kinney County,48,6200
48,273,0,Kleberg County,48,6900
48,275,0,Knox County,48,2600
48,277,0,Lamar County,48,1000
48,279,0,Lamb County,48,400
48,281,0,Lampasas County,48,3400
48,283,0,La Salle County,48,6200
48,285,0,Lavaca County,48,5500
48,287,0,Lee County,48,5100
48,289,0,Leon County,48,3601
48,291,0,Liberty County,48,4400
48,293,0,Limestone County,48,3700
48,295,0,Lipscomb County,48,100
48,297,0,Live Oak County,48,6400
48,299,0,Llano County,48,3400
48,301,0,Loving County,48,3200
48,303,0,Lubbock County,48,500
48,305,0,Lynn County,48,400
48,307,0,McCulloch County,48,2800
48,309,0,McLennan County,48,3800
48,311,0,McMullen County,48,6400
48,313,0,Madison County,48,3601
48,315,0,Marion County,48,1200
48,317,0,Martin County,48,2800
48,319,0,Mason County,48,2800
48,321,0,Matagorda County,48,5000
48,323,0,Maverick County,48,6200
48,325,0,Medina County,48,6100
48,327,0,Menard County,48,2800
48,329,0,Midland County,48,3000
48,331,0,Milam County,48,3601
48,333,0,Mills County,48,3400
48,335,0,Mitchell County,48,2600
48,337,0,Montague County,48,600
48,339,0,Montgomery County,48,4500
48,341,0,Moore County,48,100
48,343,0,Morris County,48,1000
48,345,0,Motley County,48,400
48,347,0,Nacogdoches County,48,4000
48,349,0,Navarro County,48,3700
48,351,0,Newton County,48,4100
48,353,0,Nolan County,48,2600
48,355,0,Nueces County,48,6600
48,357,0,Ochiltree County,48,100
48,359,0,Oldham County,48,100
48,361,0,Orange County,48,4200
48,363,0,Palo Pinto County,48,2200
48,365,0,Panola County,48,1700
48,367,0,Parker County,48,2400
48,369,0,Parmer County,48,100
48,371,0,Pecos County,48,3200
48,373,0,Polk County,48,3900
48,375,0,Potter County,48,200
48,377,0,Presidio County,48,3200
48,379,0,Rains County,48,1300
48,381,0,Randall County,48,300
48,383,0,Reagan County,48,2800
48,385,0,Real County,48,6200
48,387,0,Red River County,48,1000
48,389,0,Reeves County,48,3200
48,391,0,Refugio County,48,6500
48,393,0,Roberts County,48,100
48,395,0,Robertson County,48,3601
48,397,0,Rockwall County,48,900
48,399,0,Runnels County,48,2600
48,401,0,Rusk County,48,1700
48,403,0,Sabine County,48,4100
48,405,0,San Augustine County,48,4100
48,407,0,San Jacinto County,48,3900
48,409,0,San Patricio County,48,6500
48,411,0,San Saba County,48,3400
48,413,0,Schleicher County,48,2800
48,415,0,Scurry County,48,2600
48,417,0,Shackelford County,48,2600
48,419,0,Shelby County,48,4100
48,421,0,Sherman County,48,100
48,423,0,Smith County,48,1500
48,425,0,Somervell County,48,2200
48,427,0,Starr County,48,6400
48,429,0,Stephens County,48,2600
48,431,0,Sterling County,48,2800
48,433,0,Stonewall County,48,2600
48,435,0,Sutton County,48,2800
48,437,0,Swisher County,48,100
48,439,0,Tarrant County,48,2500
48,441,0,Taylor County,48,2700
48,443,0,Terrell County,48,3200
48,445,0,Terry County,48,400
48,447,0,Throckmorton County,48,2600
48,449,0,Titus County,48,1000
48,451,0,Tom Green County,48,2900
48,453,0,Travis County,48,5300
48,455,0,Trinity County,48,3900
48,457,0,Tyler County,48,4100
48,459,0,Upshur County,48,1200
48,461,0,Upton County,48,2800
48,463,0,Uvalde County,48,6200
48,465,0,Val Verde County,48,6200
48,467,0,Van Zandt County,48,1300
48,469,0,Victoria County,48,5600
48,471,0,Walker County,48,3900
48,473,0,Waller County,48,5000
48,475,0,Ward County,48,3200
48,477,0,Washington County,48,3601
48,479,0,Webb County,48,6300
48,481,0,Wharton County,48,5000
48,483,0,Wheeler County,48,100
48,485,0,Wichita County,48,700
48,487,0,Wilbarger County,48,600
48,489,0,Willacy County,48,6900
48,491,0,Williamson County,48,5200
48,493,0,Wilson County,48,5500
48,495,0,Winkler County,48,3200
48,497,0,Wise County,48,600
48,499,0,Wood County,48,1300
48,501,0,Yoakum County,48,400
48,503,0,Young County,48,600
48,505,0,Zapata County,48,6400
48,507,0,Zavala County,48,6200
49,1,0,Beaver County,49,21001
49,3,0,Box Elder County,49,3001
49,5,0,Cache County,49,5001
49,7,0,Carbon County,49,13001
49,9,0,Daggett County,49,13001
49,11,0,Davis County,49,11000
49,13,0,Duchesne County,49,13001
49,15,0,Emery County,49,13001
49,17,0,Garfield County,49,21001
49,19,0,Grand County,49,13001
49,21,0,Iron County,49,21001
49,23,0,Juab County,49,21001
49,25,0,Kane County,49,21001
49,27,0,Millard County,49,21001
49,29,0,Morgan County,49,5001
49,31,0,Piute County,49,21001
49,33,0,Rich County,49,5001
49,35,0,Salt Lake County,49,35000
49,37,0,San Juan County,49,13001
49,39,0,Sanpete County,49,21001
49,41,0,Sevier County,49,21001
49,43,0,Summit County,49,5001
49,45,0,Tooele County,49,3001
49,47,0,Uintah County,49,13001
49,49,0,Utah County,49,49000
49,51,0,Wasatch County,49,13001
49,53,0,Washington County,49,53001
49,55,0,Wayne County,49,21001
49,57,0,Weber County,49,57000
50,1,325,Addison town,50,400
50,1,8575,Bridport town,50,400
50,1,9025,Bristol town,50,400
50,1,16000,Cornwall town,50,400
50,1,26300,Ferrisburgh town,50,400
50,1,28600,Goshen town,50,400
50,1,29575,Granville town,50,400
50,1,31525,Hancock town,50,400
50,1,39325,Leicester town,50,400
50,1,40075,Lincoln town,50,400
50,1,44350,Middlebury town,50,400
50,1,45550,Monkton town,50,400
50,1,48700,New Haven town,50,400
50,1,53725,Orwell town,50,400
50,1,53950,Panton town,50,400
50,1,59650,Ripton town,50,400
50,1,62575,Salisbury town,50,400
50,1,65050,Shoreham town,50,400
50,1,70075,Starksboro town,50,400
50,1,74650,Vergennes city,50,400
50,1,76075,Waltham town,50,400
50,1,83275,Weybridge town,50,400
50,1,83800,Whiting town,50,400
50,3,1450,Arlington town,50,400
50,3,4825,Bennington town,50,400
50,3,17725,Dorset town,50,400
50,3,27962,Glastenbury town,50,400
50,3,39025,Landgrove town,50,400
50,3,42850,Manchester town,50,400
50,3,55000,Peru town,50,400
50,3,57025,Pownal town,50,400
50,3,58600,Readsboro town,50,400
50,3,61000,Rupert town,50,400
50,3,62875,Sandgate town,50,400
50,3,63175,Searsburg town,50,400
50,3,63550,Shaftsbury town,50,400
50,3,69775,Stamford town,50,400
50,3,71425,Sunderland town,50,400
50,3,85075,Winhall town,50,400
50,3,85675,Woodford town,50,400
50,5,2875,Barnet town,50,200
50,5,10450,Burke town,50,200
50,5,17125,Danville town,50,200
50,5,30550,Groton town,50,200
50,5,31825,Hardwick town,50,200
50,5,37900,Kirby town,50,200
50,5,41725,Lyndon town,50,200
50,5,47725,Newark town,50,200
50,5,54400,Peacham town,50,200
50,5,61525,Ryegate town,50,200
50,5,62200,St. Johnsbury town,50,200
50,5,64075,Sheffield town,50,200
50,5,69925,Stannard town,50,200
50,5,71575,Sutton town,50,200
50,5,75700,Walden town,50,200
50,5,77125,Waterford town,50,200
50,5,83500,Wheelock town,50,200
50,7,6550,Bolton town,50,100
50,7,10300,Buels gore,50,100
50,7,10675,Burlington city,50,100
50,7,13300,Charlotte town,50,100
50,7,14875,Colchester town,50,100
50,7,24175,Essex town,50,100
50,7,33475,Hinesburg town,50,100
50,7,34600,Huntington town,50,100
50,7,36700,Jericho town,50,100
50,7,45250,Milton town,50,100
50,7,59275,Richmond town,50,100
50,7,62050,St. George town,50,100
50,7,64300,Shelburne town,50,100
50,7,66175,South Burlington city,50,100
50,7,73975,Underhill town,50,100
50,7,80350,Westford town,50,100
50,7,84475,Williston town,50,100
50,7,85150,Winooski city,50,100
50,9,2125,Averill town,50,200
50,9,2162,Avery's gore,50,200
50,9,6325,Bloomfield town,50,200
